Id,SalePrice
733,116191.48216870266
736,132067.59199818713
738,102594.20113878376
741,123571.68676155488
743,40604.59706317482
745,111612.78846106856
750,147203.63264505917
756,104993.20001675861
757,127597.55635249188
758,114609.84239359762
760,74575.93309944587
765,136623.29266748362
775,133716.4107209336
776,132417.9647589695
780,160314.9546905364
783,263892.52541920636
790,121414.90812911818
795,89756.99137794528
796,126383.8443476449
797,134216.82308115135
798,120040.04727778932
804,202317.51327477922
805,214842.2365934541
806,232792.3096724239
808,116814.81616749233
814,150603.71783765598
818,277699.38357564434
821,270461.18665850215
822,328534.4921932383
825,300505.7709381092
827,243908.16419111838
830,191839.51070055363
834,250504.1779273706
835,217383.3850777106
842,134282.77664829738
845,203836.29343057907
852,206568.27493759556
857,142147.57593991605
858,163435.36589509665
859,123704.99288232985
860,133871.92906218694
861,140297.353369633
864,258191.03265822693
868,189785.44286254584
869,204278.93981640862
872,290745.1744606137
873,219294.71481853005
885,105423.10815773267
890,114336.05557871494
895,114932.17071906179
899,74889.74049608759
906,130108.2661010567
918,152551.20094398555
923,161178.93176323173
925,127313.95701207046
927,139422.31886384764
932,220160.05691054222
933,110202.86097151619
934,139841.24115939497
942,95526.6276873736
947,231172.8511408586
948,254137.06145044777
951,143715.29831136667
957,301858.44065451017
958,330813.52068483504
959,220747.65383723608
963,210557.7923981676
967,215345.00899673885
968,355052.73770076735
971,137114.34830940102
972,165202.99725359978
976,90787.63782290273
978,88254.58026521456
979,113100.70735352847
984,110914.9678642368
986,157390.10139071607
991,218473.99525956245
996,196184.94255094667
1001,246407.2938098267
1007,202117.4494596717
1008,190423.38474833505
1009,202429.20008445557
1014,136140.75839187158
1022,222457.2672901001
1024,184399.41971333043
1027,138501.35622989052
1030,165928.22279350235
1032,172648.76075394786
1035,151688.9779745868
1042,105385.93992289982
1047,138249.7462268375
1050,110659.03595106138
1055,306671.7191574345
1059,422546.668642642
1061,368918.3108802537
1064,517217.97259385535
1077,198791.47274777858
1081,226268.33811786177
1092,248652.36423150718
1093,192425.14206362303
1095,195659.9581282028
1099,274973.89332870673
1101,294392.6749662913
1103,343774.26467783767
1109,273956.5486843832
1112,219502.05526501243
1113,229097.84713727562
1114,245543.31757477624
1116,237303.19404777643
1117,220353.00245167347
1119,286840.3586639495
1121,219783.08994202118
1122,215204.41322337723
1125,263373.07134298794
1137,162575.93143372645
1142,209675.72338734003
1144,181981.06103804221
1145,187687.12301622189
1147,172606.8760831454
1148,203853.16835178097
1149,157317.29944034416
1150,122335.76927184555
1153,109251.68165103592
1154,112951.57794453827
1159,369652.4503878958
1161,151311.73308030446
1167,167421.71868927623
1171,269763.9433380066
1174,171438.12202696604
1188,178378.92067855434
1189,172702.64321987945
1191,136520.7548793513
1195,135832.34648861532
1199,168621.5611629037
1201,219312.32365710172
1204,185483.33800794088
1211,149184.67354882573
1214,175491.82071837335
1219,148878.3987312315
1220,75999.73957397092
1227,190832.27343368932
1229,214227.34157580585
1231,140277.1322401883
1234,211389.62493939424
1235,138786.39282006616
1239,170369.75936936008
1240,159993.4675222959
1241,174401.05043692666
1246,107845.05806746361
1249,171076.4168427786
1250,129219.3000483504
1252,118487.29317277973
1259,151647.51214072233
1267,106200.27602574775
1269,103474.78010512008
1270,140236.98172499373
1272,124143.11706400244
1274,133765.55321024952
1276,111532.17325332524
1279,148241.012632448
1281,160165.92342647922
1286,165428.53716969912
1287,127078.67029401044
1290,85335.5111702032
1291,129516.8624965622
1297,140854.46079566906
1302,130707.11612796766
1303,54432.972004131836
1312,104543.36902394457
1315,113487.3201786488
1322,48324.68254007079
1327,111326.51097157855
1331,150834.74156653928
1333,124757.01951584057
1334,127521.53154517549
1336,120929.33737823996
1341,120741.22064870616
1344,95288.18013127748
1347,125905.50450868861
1348,150756.9408278744
1353,167102.49206874098
1355,132540.6626731059
1356,121963.5577329067
1357,155457.03311894537
1361,125473.71594256253
1364,121310.31909948058
1368,99759.65963365902
1369,86700.48996868539
1371,128430.90825335018
1373,124840.39821022208
1374,122773.22363188944
1387,127151.66986101969
1388,98063.8278055059
1392,162020.65653906303
1394,122362.48503646263
1406,157605.4086792117
1407,247863.15596414142
1408,184262.5853130807
1409,167932.5910785338
1411,164274.47837791644
1412,112964.56009047457
1413,132508.64116004205
1414,122589.03618764319
1425,247891.90256524787
1430,208872.1710164677
1431,183201.72268957755
1435,224184.58319291318
1441,225506.08808242285
1444,217595.46175959322
1445,133517.72626834735
1446,139164.42772644683
1452,128938.28023215468
1453,122345.27959324687
1456,226187.41402394135
1457,237751.196857099
1460,258154.07930342958
1463,259085.16857252986
1468,213810.38534358435
1471,226027.94569495344
1474,204230.34121869842
1475,191253.31105624215
1476,210814.3620441043
1478,190157.13781587724
1482,142061.82526503626
1483,144448.55231803394
1484,141571.48029342055
1485,140341.59273207176
1496,159128.3625723981
1497,147849.61732206505
1500,141975.4988493961
1506,114028.90782442474
1507,99699.9381171692
1509,129585.7463233588
1510,137208.0143876659
1513,123347.12109803328
1517,124966.29477278457
1518,189006.96858145733
1523,165008.6727627239
1524,127137.56041391903
1526,158549.87059799832
1529,196653.85717050778
1531,122573.28599680203
1535,116747.28949048035
1536,143296.72071025165
1538,381239.83725576213
1540,258503.48730106076
1543,115360.38243478896
1545,118304.45929159637
1546,120782.50115714036
1557,77330.20717822266
1558,90614.61084510406
1559,72839.53441686663
1563,282536.3633324413
1568,167492.40917436907
1571,244523.28432086637
1578,137541.97865440266
1579,213473.4450674565
1584,248041.7400741607
1586,325076.17695805896
1604,117930.3085801466
1606,141212.18941634806
1610,147839.62232647563
1611,115317.09473538546
1618,172819.74595975588
1623,189506.9565403304
1624,172865.1916010062
1628,166102.0660584807
1633,240389.0092830898
1645,153660.03886812052
1649,215192.67109171275
1652,152785.45428622235
1653,163153.0906369225
1656,127432.93429159894
1662,196404.6681123799
1668,116221.06781815687
1670,109057.36816915654
1672,115225.00685188436
1673,144330.4325585756
1674,167830.91428190825
1677,114738.8434530345
1678,115846.25925129469
1679,114178.98341131481
1685,383803.4256376639
1692,458904.43445211224
1693,345172.19047286885
1696,500174.6351842093
1709,335705.6097084759
1711,300863.57610510755
1717,234987.24063046108
1718,217365.0642228911
1721,225157.82374254012
1722,200208.07424302376
1725,324940.11915499857
1726,218762.22635476294
1730,172718.183752701
1731,175679.3703810992
1733,193253.80107484697
1737,193518.1796490271
1746,257578.62395084416
1747,178871.73582353242
1748,165664.5379088316
1749,219955.13687407516
1760,172643.75807294584
1761,571155.4489695579
1762,357257.9853262838
1768,629008.1023695746
1769,244071.98261385103
1770,300573.6567680174
1776,202127.88900644553
1781,409194.3308275206
1785,310100.1064876929
1792,215981.22426953513
1798,256943.75682580902
1812,194668.47571240558
1814,236591.17775007416
1817,136994.62581028882
1818,146077.76124740727
1822,133956.96886914116
1823,121165.69735713361
1829,280885.2669397325
1838,206503.4634953087
1845,182111.6791757923
1851,183807.41854949397
1855,343746.4554974972
1856,223678.5412189882
1858,215013.31314926257
1865,212204.95521903608
1866,168208.92716259666
1867,177686.74184365346
1868,209889.20670832274
1876,135859.29530702694
1878,132509.226644138
1879,120042.9439878243
1882,147824.9872745626
1883,117996.44616465228
1887,107038.77179611496
1895,140678.75423028742
1898,156935.8125499405
1904,66693.50017364055
1908,121564.6411063161
1917,137497.76285376653
1918,127850.23906702737
1920,134306.3406182333
1922,136080.49459519444
1923,159838.3590372715
1931,153212.15442343877
1935,139468.77829343997
1936,131942.3226613205
1939,123491.50727737052
1943,107279.03908265018
1944,129041.58874585904
1946,244530.0923531534
1952,86107.8014439041
1954,115595.82442969036
1958,118725.61186359977
1964,144775.4240466302
1966,143925.69688284956
1969,106639.54824692878
1977,90163.18509864977
1980,96981.13069316387
1984,110243.80311714776
1985,91415.88024910093
1988,98571.96036764927
1989,108211.49985554272
1991,130503.43807990107
1992,129245.8152335051
1997,127865.38969449457
1999,167935.79874863202
2003,115113.22463733454
2005,114422.86343379426
2010,137018.7094910368
2012,140358.38573330155
2016,139028.56188891717
2017,127441.10183976372
2022,170876.00369761896
2023,156331.7293245145
2035,129762.5160206914
2036,191732.02349837075
2040,115028.17762455069
2042,95245.79115164035
2043,87362.34655569826
2055,124963.27572748123
2056,112365.00882406419
2059,111382.81384883716
2064,123801.39193990643
2066,181070.52278886855
2070,131098.14718016217
2071,83434.55421525794
2078,252340.9640962814
2080,153171.1426574974
2085,132444.81404839482
2089,132320.93428238493
2090,167690.91051704736
2092,236181.3462155647
2094,259169.448538932
2095,219087.8756008311
2098,385130.7624530335
2099,268361.1600381444
2103,269107.7948394753
2120,150216.65247214903
2122,163286.7184331193
2123,156833.3295208675
2134,189712.94537469716
2135,125960.26945870894
2136,132995.16415702028
2143,125669.52824134979
2145,289959.2939706774
2146,249577.58183176257
2148,195301.27352321454
2155,285773.0233923899
2156,264301.1223421527
2157,140337.68038921247
2159,205354.90739295946
2161,181912.05733961286
2164,181460.63815447455
2165,184262.7258739859
2169,140008.19692827357
2171,123362.5520030532
2180,151715.03629834834
2182,435458.6181620458
2184,133879.58537960768
2185,84718.03097716196
2188,78576.63086299808
2191,105097.12729410527
2192,100131.34684030223
2196,126576.98878122997
2198,84415.30356050572
2204,174797.12148058898
2210,164728.1809301519
2213,116194.93483054609
2215,305400.13317654154
2219,279545.30635808286
2221,259084.4200685853
2224,181629.8219841048
2228,150614.61496249077
2232,109161.22114515275
2239,110275.33055689115
2246,304078.443935776
2247,289623.44214249135
2249,151668.2563969719
2251,184779.79808265474
2254,164861.2821397246
2256,236708.96044367395
2259,224639.68033352244
2263,275041.15711798385
2266,224335.9822467714
2271,186880.44364546795
2274,201984.39048030775
2275,315643.173091597
2280,164885.2260817783
2281,159104.03495224655
2291,101623.587981012
2292,157870.51181844878
2295,207515.4502472591
2297,118718.65024498274
2299,130796.88262029001
2302,126202.22809534961
2303,127305.97990949692
2304,119849.62833820812
2308,186728.11276395616
2312,234663.69819329228
2314,169662.29943656668
2315,174858.21424318737
2316,182507.6669358404
2320,219086.08980869252
2321,289417.2961745211
2322,258689.61648738733
2325,167335.21383209372
2336,419786.54713567125
2340,325553.4798451771
2341,348292.7881526034
2342,417682.0718194207
2345,240440.42743523448
2346,184771.2738583131
2347,170739.00815972203
2354,291461.68264135486
2357,171193.01786008768
2359,148008.67664826475
2360,133060.7040973464
2361,93953.18064347969
2362,97346.53859667358
2366,119337.80828381526
2367,97911.39062855086
2370,119166.03383194888
2373,105742.00753530517
2376,124390.07676185542
2378,146958.47817901178
2382,266303.7756901922
2387,335615.56755920465
2392,389551.01967245655
2395,364234.2917216103
2396,368765.57236170524
2397,295205.4346836937
2399,375844.4005140533
2401,455215.542470986
2402,268902.5786080764
2407,212588.11064748061
2411,178372.16401026136
2414,204978.42041736885
2418,291828.25530344964
2419,182885.25218486157
2424,185248.9989771206
2427,172083.2848733993
2430,238679.5288106878
2439,205157.24885312375
2441,259100.34065232973
2442,235931.96235006134
2446,525223.1288115891
2447,393305.5414068379
2452,302841.1677525422
2457,368658.99398719025
2458,297588.3194935274
2462,414999.40988751
2465,200401.9339788394
2467,198475.73680450858
2473,148168.49607271998
2478,180342.40058220492
2479,170433.50860813257
2482,154194.938059189
2485,120785.25810177735
2488,131345.29310063823
2494,125798.25380989387
2500,272724.5200542531
2509,133902.07958534313
2512,183120.67916857605
2514,127002.67636655692
2515,190751.95069681734
2516,220745.3781851905
2518,175232.21483724363
2519,215326.11861578096
2520,178368.6229855318
2527,150646.5560428304
2532,127851.77909212095
2538,127711.72863744095
2539,153824.49438951036
2543,108704.25195117491
2551,150997.00751342555
2554,124429.69092259655
2555,109193.19551313297
2557,94669.46237087055
2561,139909.6132903974
2563,144484.3516506864
2564,134687.7811895528
2570,116449.75432969884
2571,270856.5515894841
2576,149686.33370874907
2582,148240.32355054058
2584,150214.87555847253
2587,117942.4042171292
2589,116339.61324711956
2591,204370.05087817553
2597,122913.88926946546
2602,160622.2502565044
2605,115716.23309788483
2610,187177.98198644596
2611,143930.43876661226
2614,117772.30471809686
2616,185681.79851555097
2617,162778.9631581232
2620,138750.50175714787
2623,104840.27728625778
2631,143324.3650951013
2638,129541.75768440086
2639,111177.47141282988
2645,96914.70045664128
2647,91887.96252254314
2648,116380.70938858151
2650,116230.05623346941
2652,118554.5654073453
2656,123184.41887368959
2658,113714.3131371311
2661,177589.4034218991
2665,153996.94160984067
2673,143357.55921908692
2678,97361.05675075488
2679,97301.85576525211
2680,77550.30929311337
2685,111015.65663498394
2695,127649.46026694335
2698,107696.88109205407
2700,153056.99930212993
2706,135995.92583963068
2708,148610.63186965708
2709,142883.8803933995
2711,131127.66218054865
2718,141232.65616264852
2719,144002.39008432775
2721,140301.20976173348
2725,147164.69809403474
2726,273597.7486915336
2732,225120.82717564135
2733,137286.3196044768
2739,157177.60917510628
2747,177053.3832985017
2751,240914.62741227148
2754,196290.44072656144
2755,242828.33083021015
2756,213090.8423220692
2758,270679.6734290711
2763,191583.41051857502
2764,230265.96939299698
2765,177775.53838329006
2766,159502.0504439383
2768,177888.81124422
2781,223982.08711031184
2784,169060.50684855072
2785,135429.37189634907
2786,132890.61797551968
2796,240618.1198576524
2797,281159.27086750366
2801,261677.69737250477
2805,289177.21362447616
2806,202666.98627801804
2812,194638.76514843633
2817,110471.61009591859
2822,144874.9526961909
2825,235479.54014427218
2828,146290.99308091894
2831,145396.2243784862
2843,94499.92774192436
2845,107761.39036021201
2847,157347.54445293118
2855,169875.10918261047
2856,150336.1123576141
2859,143728.87666430033
2865,236797.20223970234
2867,181904.2016664359
2869,206552.72820575832
2870,221002.63157592615
2874,135118.22335440136
2876,80605.4843489439
2889,149577.76083146554
2892,327763.37446355954
2895,230218.44160696602
2898,258276.42051395713
2901,341671.81241522194
2902,356417.23784112034
2908,147747.65426245728
2909,122221.10883871373
2916,152451.7960322981
2917,66783.7308317746
2919,88892.95626633387
2921,100776.39552821309
2922,162170.48385500227
2925,178665.93245404537
2928,127750.50146586128
